Sl,Station_Names,Year,Month,Max_Temp,Min_Temp,Rainfall,Relative_Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,Station_Number,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Period,Flood?
2740,Chandpur,2013,5,35.7,24.4,670.0,86.0,3.0,6.6,3.3,41941,568556.9,571945.8,23.26,90.67,7,2013.05,1
2741,Chandpur,2013,6,36.4,26.3,497.0,83.0,2.3,5.1,5.4,41941,568556.9,571945.8,23.26,90.67,7,2013.06,1
2743,Chandpur,2013,8,35.2,26.2,331.0,86.0,2.4,6.3,2.6,41941,568556.9,571945.8,23.26,90.67,7,2013.08,1
2744,Chandpur,2013,9,35.6,26.1,502.0,86.0,2.1,6.4,3.3,41941,568556.9,571945.8,23.26,90.67,7,2013.09,1
2745,Chandpur,2013,10,35.0,24.5,167.0,85.0,1.9,5.1,4.0,41941,568556.9,571945.8,23.26,90.67,7,2013.1,1
2753,Chittagong (City-Ambagan),2009,6,34.83333333,25.8,742.0,85.66666667,3.666666667,5.5,6.411130628,41977,0.0,0.0,22.35,91.8166,0,2009.06,1
2754,Chittagong (City-Ambagan),2009,7,34.3,25.63333333,555.3333333,85.66666667,3.633333333,6.4,6.411130628,41977,0.0,0.0,22.35,91.8166,0,2009.07,1
2755,Chittagong (City-Ambagan),2009,8,33.93333333,25.26666667,430.3333333,86.0,3.566666667,6.3,6.411130628,41977,0.0,0.0,22.35,91.8166,0,2009.08,1
2756,Chittagong (City-Ambagan),2009,9,34.86666667,25.53333333,422.0,85.0,3.233333333,5.7,6.411130628,41977,0.0,0.0,22.35,91.8166,0,2009.09,1
2765,Chittagong (City-Ambagan),2011,6,34.2,25.8,454.0,86.0,3.6,6.3,6.411130628,41977,0.0,0.0,22.35,91.8166,0,2011.06,1
2766,Chittagong (City-Ambagan),2011,7,33.9,25.6,613.0,85.0,4.0,5.9,6.411130628,41977,0.0,0.0,22.35,91.8166,0,2011.07,1
2767,Chittagong (City-Ambagan),2011,8,34.5,25.3,748.0,88.0,4.0,6.7,6.411130628,41977,0.0,0.0,22.35,91.8166,0,2011.08,1
2768,Chittagong (City-Ambagan),2011,9,34.5,25.4,740.0,87.0,3.5,5.7,6.411130628,41977,0.0,0.0,22.35,91.8166,0,2011.09,1
2777,Chittagong (City-Ambagan),2012,6,35.0,25.6,1268.0,87.0,3.9,6.4,6.411130628,41977,0.0,0.0,22.35,91.8166,0,2012.06,1
2778,Chittagong (City-Ambagan),2012,7,34.5,25.5,662.0,89.0,3.3,6.8,6.411130628,41977,0.0,0.0,22.35,91.8166,0,2012.07,1
2781,Chittagong (City-Ambagan),2012,10,34.3,23.8,442.0,85.0,3.2,3.1,6.411130628,41977,0.0,0.0,22.35,91.8166,0,2012.1,1
2788,Chittagong (City-Ambagan),2013,5,34.0,24.6,469.0,83.0,3.9,6.0,6.411130628,41977,0.0,0.0,22.35,91.8166,0,2013.05,1
2789,Chittagong (City-Ambagan),2013,6,35.3,26.0,504.0,84.0,3.5,5.7,6.411130628,41977,0.0,0.0,22.35,91.8166,0,2013.06,1
2790,Chittagong (City-Ambagan),2013,7,34.5,25.8,391.0,83.0,3.6,6.2,6.411130628,41977,0.0,0.0,22.35,91.8166,0,2013.07,1
2793,Chittagong (City-Ambagan),2013,10,35.6,24.0,403.0,86.0,2.4,5.1,6.411130628,41977,0.0,0.0,22.35,91.8166,0,2013.1,1
2801,Chittagong (IAP-Patenga),1949,6,33.3,25.5,624.0,87.0,4.477777778,6.2,4.254716981,41978,684570.9,471415.0,22.34,91.79,6,1949.06,1
2802,Chittagong (IAP-Patenga),1949,7,32.3,24.6,870.0,89.0,4.577777778,6.4,4.28490566,41978,684570.9,471415.0,22.34,91.79,6,1949.07,1
2803,Chittagong (IAP-Patenga),1949,8,32.6,25.1,504.0,87.0,4.088888889,2.0,4.886792453,41978,684570.9,471415.0,22.34,91.79,6,1949.08,1
2804,Chittagong (IAP-Patenga),1949,9,32.9,25.0,577.0,86.0,2.955555556,6.1,5.824528302,41978,684570.9,471415.0,22.34,91.79,6,1949.09,1
2813,Chittagong (IAP-Patenga),1950,6,33.9,25.4,1676.0,84.0,4.477777778,6.4,4.254716981,41978,684570.9,471415.0,22.34,91.79,6,1950.06,1
2814,Chittagong (IAP-Patenga),1950,7,32.7,24.7,997.0,85.0,4.577777778,6.7,4.28490566,41978,684570.9,471415.0,22.34,91.79,6,1950.07,1
2815,Chittagong (IAP-Patenga),1950,8,32.2,24.8,669.0,88.0,4.088888889,6.9,4.886792453,41978,684570.9,471415.0,22.34,91.79,6,1950.08,1
2825,Chittagong (IAP-Patenga),1951,6,33.5,25.1,458.0,87.0,4.477777778,6.4,4.254716981,41978,684570.9,471415.0,22.34,91.79,6,1951.06,1
2826,Chittagong (IAP-Patenga),1951,7,35.0,24.8,670.0,86.0,4.577777778,6.1,4.28490566,41978,684570.9,471415.0,22.34,91.79,6,1951.07,1
2827,Chittagong (IAP-Patenga),1951,8,33.4,25.3,747.0,86.0,4.088888889,5.5,4.886792453,41978,684570.9,471415.0,22.34,91.79,6,1951.08,1
2829,Chittagong (IAP-Patenga),1951,10,33.1,24.4,488.0,83.0,1.764814815,4.2,7.056603774,41978,684570.9,471415.0,22.34,91.79,6,1951.1,1
2837,Chittagong (IAP-Patenga),1952,6,33.6,25.4,687.0,84.0,4.477777778,5.8,4.254716981,41978,684570.9,471415.0,22.34,91.79,6,1952.06,1
2838,Chittagong (IAP-Patenga),1952,7,33.7,25.1,491.0,86.0,4.577777778,6.2,4.28490566,41978,684570.9,471415.0,22.34,91.79,6,1952.07,1
2839,Chittagong (IAP-Patenga),1952,8,32.8,25.0,401.0,86.0,4.088888889,6.3,4.886792453,41978,684570.9,471415.0,22.34,91.79,6,1952.08,1
2841,Chittagong (IAP-Patenga),1952,10,33.9,24.4,307.0,86.0,1.764814815,4.4,7.056603774,41978,684570.9,471415.0,22.34,91.79,6,1952.1,1
2848,Chittagong (IAP-Patenga),1953,5,35.3,24.6,508.0,80.0,3.762962963,4.8,7.128301887,41978,684570.9,471415.0,22.34,91.79,6,1953.05,1
2849,Chittagong (IAP-Patenga),1953,6,33.4,25.1,527.0,83.0,4.477777778,5.9,4.254716981,41978,684570.9,471415.0,22.34,91.79,6,1953.06,1
2850,Chittagong (IAP-Patenga),1953,7,35.2,24.9,764.0,89.0,4.577777778,6.4,4.28490566,41978,684570.9,471415.0,22.34,91.79,6,1953.07,1
2851,Chittagong (IAP-Patenga),1953,8,33.2,24.6,529.0,86.0,4.088888889,6.1,4.886792453,41978,684570.9,471415.0,22.34,91.79,6,1953.08,1
2852,Chittagong (IAP-Patenga),1953,9,33.6,25.0,622.0,87.0,2.955555556,5.8,5.824528302,41978,684570.9,471415.0,22.34,91.79,6,1953.09,1
2861,Chittagong (IAP-Patenga),1954,6,32.9,24.8,1270.0,92.0,4.477777778,6.5,4.254716981,41978,684570.9,471415.0,22.34,91.79,6,1954.06,1
2862,Chittagong (IAP-Patenga),1954,7,33.3,25.2,488.0,87.0,4.577777778,5.9,4.28490566,41978,684570.9,471415.0,22.34,91.79,6,1954.07,1
2863,Chittagong (IAP-Patenga),1954,8,32.8,25.3,1120.0,90.0,4.088888889,6.9,4.886792453,41978,684570.9,471415.0,22.34,91.79,6,1954.08,1
2865,Chittagong (IAP-Patenga),1954,10,32.5,23.2,306.0,87.0,1.764814815,4.1,7.056603774,41978,684570.9,471415.0,22.34,91.79,6,1954.1,1
2873,Chittagong (IAP-Patenga),1955,6,33.3,25.3,482.0,88.0,4.477777778,5.5,4.254716981,41978,684570.9,471415.0,22.34,91.79,6,1955.06,1
2874,Chittagong (IAP-Patenga),1955,7,31.3,24.4,898.0,92.0,4.577777778,6.9,4.28490566,41978,684570.9,471415.0,22.34,91.79,6,1955.07,1
2875,Chittagong (IAP-Patenga),1955,8,33.1,24.6,410.0,89.0,4.088888889,6.3,4.886792453,41978,684570.9,471415.0,22.34,91.79,6,1955.08,1
2884,Chittagong (IAP-Patenga),1956,5,33.1,25.0,505.0,89.0,3.762962963,5.9,7.128301887,41978,684570.9,471415.0,22.34,91.79,6,1956.05,1
2885,Chittagong (IAP-Patenga),1956,6,32.4,24.8,688.0,88.0,4.477777778,6.4,4.254716981,41978,684570.9,471415.0,22.34,91.79,6,1956.06,1
2887,Chittagong (IAP-Patenga),1956,8,32.8,25.1,728.0,87.0,4.088888889,6.4,4.886792453,41978,684570.9,471415.0,22.34,91.79,6,1956.08,1
2888,Chittagong (IAP-Patenga),1956,9,32.6,24.7,513.0,87.0,2.955555556,6.3,5.824528302,41978,684570.9,471415.0,22.34,91.79,6,1956.09,1
2898,Chittagong (IAP-Patenga),1957,7,33.6,25.4,560.0,87.0,4.577777778,6.2,4.28490566,41978,684570.9,471415.0,22.34,91.79,6,1957.07,1
2911,Chittagong (IAP-Patenga),1958,8,33.7,25.0,455.0,85.0,4.088888889,6.3,4.886792453,41978,684570.9,471415.0,22.34,91.79,6,1958.08,1
2912,Chittagong (IAP-Patenga),1958,9,33.3,25.0,503.0,85.0,2.955555556,6.2,5.824528302,41978,684570.9,471415.0,22.34,91.79,6,1958.09,1
2921,Chittagong (IAP-Patenga),1959,6,35.1,25.4,519.0,86.0,4.477777778,6.3,4.254716981,41978,684570.9,471415.0,22.34,91.79,6,1959.06,1
2922,Chittagong (IAP-Patenga),1959,7,33.6,25.5,553.0,87.0,4.577777778,6.5,4.28490566,41978,684570.9,471415.0,22.34,91.79,6,1959.07,1
2923,Chittagong (IAP-Patenga),1959,8,31.9,24.9,696.0,89.0,4.088888889,6.6,4.886792453,41978,684570.9,471415.0,22.34,91.79,6,1959.08,1
2933,Chittagong (IAP-Patenga),1960,6,35.0,25.7,434.0,85.0,2.8,5.5,4.254716981,41978,684570.9,471415.0,22.34,91.79,6,1960.06,1
2934,Chittagong (IAP-Patenga),1960,7,33.8,25.1,811.0,91.0,3.7,6.9,4.28490566,41978,684570.9,471415.0,22.34,91.79,6,1960.07,1
2945,Chittagong (IAP-Patenga),1961,6,34.4,25.1,948.0,88.0,3.7,6.8,4.5,41978,684570.9,471415.0,22.34,91.79,6,1961.06,1
2946,Chittagong (IAP-Patenga),1961,7,33.3,25.1,1171.0,91.0,5.0,7.2,4.5,41978,684570.9,471415.0,22.34,91.79,6,1961.07,1
2947,Chittagong (IAP-Patenga),1961,8,34.0,25.3,900.0,89.0,4.6,7.1,6.7,41978,684570.9,471415.0,22.34,91.79,6,1961.08,1
2957,Chittagong (IAP-Patenga),1962,6,33.6,25.2,714.0,88.0,4.3,6.8,3.9,41978,684570.9,471415.0,22.34,91.79,6,1962.06,1
2958,Chittagong (IAP-Patenga),1962,7,34.1,25.7,511.0,88.0,4.1,6.3,7.0,41978,684570.9,471415.0,22.34,91.79,6,1962.07,1
2969,Chittagong (IAP-Patenga),1963,6,33.7,25.3,748.0,84.0,4.8,6.9,4.0,41978,684570.9,471415.0,22.34,91.79,6,1963.06,1
2970,Chittagong (IAP-Patenga),1963,7,32.2,25.2,970.0,86.0,4.9,7.2,3.1,41978,684570.9,471415.0,22.34,91.79,6,1963.07,1
2981,Chittagong (IAP-Patenga),1964,6,33.4,25.1,419.0,86.0,4.7,6.3,5.4,41978,684570.9,471415.0,22.34,91.79,6,1964.06,1
2982,Chittagong (IAP-Patenga),1964,7,31.8,24.4,1077.0,89.0,4.5,6.8,3.7,41978,684570.9,471415.0,22.34,91.79,6,1964.07,1
2983,Chittagong (IAP-Patenga),1964,8,33.4,25.1,623.0,87.0,4.1,6.5,5.1,41978,684570.9,471415.0,22.34,91.79,6,1964.08,1
2993,Chittagong (IAP-Patenga),1965,6,34.3,25.0,614.0,88.0,5.3,6.4,3.2,41978,684570.9,471415.0,22.34,91.79,6,1965.06,1
2994,Chittagong (IAP-Patenga),1965,7,33.4,24.8,971.0,87.0,4.7,6.3,5.3,41978,684570.9,471415.0,22.34,91.79,6,1965.07,1
2995,Chittagong (IAP-Patenga),1965,8,33.4,24.7,625.0,90.0,3.6,6.6,3.2,41978,684570.9,471415.0,22.34,91.79,6,1965.08,1
3005,Chittagong (IAP-Patenga),1966,6,34.3,25.2,531.0,90.0,6.4,7.2,2.4,41978,684570.9,471415.0,22.34,91.79,6,1966.06,1
3007,Chittagong (IAP-Patenga),1966,8,32.3,24.9,606.0,89.0,4.8,7.0,3.6,41978,684570.9,471415.0,22.34,91.79,6,1966.08,1
3008,Chittagong (IAP-Patenga),1966,9,33.4,25.2,403.0,84.0,3.0,6.2,5.3,41978,684570.9,471415.0,22.34,91.79,6,1966.09,1
3019,Chittagong (IAP-Patenga),1967,8,33.1,25.1,554.0,86.0,5.0,6.6,5.3,41978,684570.9,471415.0,22.34,91.79,6,1967.08,1
3020,Chittagong (IAP-Patenga),1967,9,32.4,25.0,339.0,86.0,4.3,6.3,5.1,41978,684570.9,471415.0,22.34,91.79,6,1967.09,1
3029,Chittagong (IAP-Patenga),1968,6,32.3,24.6,585.0,84.0,5.5,6.5,3.6,41978,684570.9,471415.0,22.34,91.79,6,1968.06,1
3030,Chittagong (IAP-Patenga),1968,7,33.4,25.1,895.0,86.0,5.0,6.3,6.0,41978,684570.9,471415.0,22.34,91.79,6,1968.07,1
3031,Chittagong (IAP-Patenga),1968,8,33.4,24.6,363.0,86.0,4.3,6.8,4.9,41978,684570.9,471415.0,22.34,91.79,6,1968.08,1
3041,Chittagong (IAP-Patenga),1969,6,34.0,24.7,677.0,87.0,4.7,6.7,4.7,41978,684570.9,471415.0,22.34,91.79,6,1969.06,1
3042,Chittagong (IAP-Patenga),1969,7,33.3,25.0,684.0,87.0,4.8,6.5,5.0,41978,684570.9,471415.0,22.34,91.79,6,1969.07,1
3043,Chittagong (IAP-Patenga),1969,8,33.2,24.5,715.0,89.0,4.0,6.5,4.6,41978,684570.9,471415.0,22.34,91.79,6,1969.08,1
3054,Chittagong (IAP-Patenga),1970,7,33.7,24.9,1041.0,89.0,4.3,6.8,3.9,41978,684570.9,471415.0,22.34,91.79,6,1970.07,1
3055,Chittagong (IAP-Patenga),1970,8,33.3,25.0,405.0,87.0,3.2,6.6,6.0,41978,684570.9,471415.0,22.34,91.79,6,1970.08,1
3057,Chittagong (IAP-Patenga),1970,10,33.7,23.8,380.0,86.0,1.6,4.6,6.3,41978,684570.9,471415.0,22.34,91.79,6,1970.1,1
3065,Chittagong (IAP-Patenga),1971,6,33.4,24.9,853.0,84.0,4.2,6.9,4.2,41978,684570.9,471415.0,22.34,91.79,6,1971.06,1
3066,Chittagong (IAP-Patenga),1971,7,31.9,24.4,949.0,86.0,4.2,7.1,4.2,41978,684570.9,471415.0,22.34,91.79,6,1971.07,1
3067,Chittagong (IAP-Patenga),1971,8,32.3,24.2,707.0,86.0,3.8,6.8,4.8,41978,684570.9,471415.0,22.34,91.79,6,1971.08,1
3077,Chittagong (IAP-Patenga),1972,6,34.3,25.5,457.0,84.0,4.1,6.6,4.2,41978,684570.9,471415.0,22.34,91.79,6,1972.06,1
3078,Chittagong (IAP-Patenga),1972,7,37.8,25.7,372.0,86.0,5.1,7.1,4.2,41978,684570.9,471415.0,22.34,91.79,6,1972.07,1
3079,Chittagong (IAP-Patenga),1972,8,32.4,24.5,565.0,86.0,4.5,7.6,4.8,41978,684570.9,471415.0,22.34,91.79,6,1972.08,1
3088,Chittagong (IAP-Patenga),1973,5,33.2,23.8,457.0,82.0,3.5,5.1,7.9,41978,684570.9,471415.0,22.34,91.79,6,1973.05,1
3089,Chittagong (IAP-Patenga),1973,6,33.6,25.6,407.0,87.0,3.6,5.9,4.9,41978,684570.9,471415.0,22.34,91.79,6,1973.06,1
3090,Chittagong (IAP-Patenga),1973,7,33.7,25.4,407.0,87.0,5.2,6.4,5.1,41978,684570.9,471415.0,22.34,91.79,6,1973.07,1
3092,Chittagong (IAP-Patenga),1973,9,33.1,24.9,551.0,87.0,3.0,6.4,6.1,41978,684570.9,471415.0,22.34,91.79,6,1973.09,1
3101,Chittagong (IAP-Patenga),1974,6,33.4,24.4,958.0,86.0,5.2,6.4,4.9,41978,684570.9,471415.0,22.34,91.79,6,1974.06,1
3102,Chittagong (IAP-Patenga),1974,7,31.7,24.3,943.0,92.0,6.0,7.1,2.7,41978,684570.9,471415.0,22.34,91.79,6,1974.07,1
3103,Chittagong (IAP-Patenga),1974,8,32.9,25.0,534.0,89.0,5.4,6.6,4.8,41978,684570.9,471415.0,22.34,91.79,6,1974.08,1
3104,Chittagong (IAP-Patenga),1974,9,34.1,24.7,347.0,85.0,3.0,5.3,6.5,41978,684570.9,471415.0,22.34,91.79,6,1974.09,1
3113,Chittagong (IAP-Patenga),1975,6,34.7,25.4,389.0,83.0,4.9,5.6,4.2,41978,684570.9,471415.0,22.34,91.79,6,1975.06,1
3114,Chittagong (IAP-Patenga),1975,7,33.0,24.4,906.0,89.0,5.9,6.4,4.2,41978,684570.9,471415.0,22.34,91.79,6,1975.07,1
3125,Chittagong (IAP-Patenga),1976,6,34.0,23.5,1041.0,87.0,5.6,6.0,4.2,41978,684570.9,471415.0,22.34,91.79,6,1976.06,1
3126,Chittagong (IAP-Patenga),1976,7,31.5,25.1,693.0,87.0,4.9,6.5,4.2,41978,684570.9,471415.0,22.34,91.79,6,1976.07,1
3135,Chittagong (IAP-Patenga),1977,4,33.3,21.7,418.0,84.0,3.1,5.4,8.7,41978,684570.9,471415.0,22.34,91.79,6,1977.04,1
3137,Chittagong (IAP-Patenga),1977,6,32.8,24.3,430.0,87.0,2.2,5.7,3.2,41978,684570.9,471415.0,22.34,91.79,6,1977.06,1
3138,Chittagong (IAP-Patenga),1977,7,32.8,25.1,715.0,89.0,2.5,6.5,3.3,41978,684570.9,471415.0,22.34,91.79,6,1977.07,1
3149,Chittagong (IAP-Patenga),1978,6,33.9,23.7,811.0,86.0,5.3,6.8,4.2,41978,684570.9,471415.0,22.34,91.79,6,1978.06,1
3151,Chittagong (IAP-Patenga),1978,8,33.9,25.2,425.0,85.0,5.7,6.7,4.8,41978,684570.9,471415.0,22.34,91.79,6,1978.08,1
3152,Chittagong (IAP-Patenga),1978,9,33.2,24.6,381.0,86.0,3.5,6.3,5.9,41978,684570.9,471415.0,22.34,91.79,6,1978.09,1
3161,Chittagong (IAP-Patenga),1979,6,35.6,25.7,653.0,83.0,5.7,6.0,4.5,41978,684570.9,471415.0,22.34,91.79,6,1979.06,1
3162,Chittagong (IAP-Patenga),1979,7,33.9,25.3,446.0,84.0,5.4,6.0,5.2,41978,684570.9,471415.0,22.34,91.79,6,1979.07,1
3163,Chittagong (IAP-Patenga),1979,8,35.0,24.2,920.0,86.0,5.5,6.6,4.3,41978,684570.9,471415.0,22.34,91.79,6,1979.08,1
3164,Chittagong (IAP-Patenga),1979,9,33.5,24.7,425.0,85.0,3.4,5.6,5.4,41978,684570.9,471415.0,22.34,91.79,6,1979.09,1
3172,Chittagong (IAP-Patenga),1980,5,33.6,23.6,456.0,80.0,4.6,4.0,7.3,41978,684570.9,471415.0,22.34,91.79,6,1980.05,1
3173,Chittagong (IAP-Patenga),1980,6,33.0,24.9,417.0,82.0,6.1,6.4,3.6,41978,684570.9,471415.0,22.34,91.79,6,1980.06,1
3174,Chittagong (IAP-Patenga),1980,7,32.5,25.1,627.0,85.0,6.3,6.3,4.3,41978,684570.9,471415.0,22.34,91.79,6,1980.07,1
3175,Chittagong (IAP-Patenga),1980,8,33.0,24.6,702.0,85.0,5.7,6.0,4.8,41978,684570.9,471415.0,22.34,91.79,6,1980.08,1
3185,Chittagong (IAP-Patenga),1981,6,33.4,24.6,362.0,84.0,5.1,6.3,5.0,41978,684570.9,471415.0,22.34,91.79,6,1981.06,1
3186,Chittagong (IAP-Patenga),1981,7,33.0,24.7,821.0,88.0,6.0,6.7,3.2,41978,684570.9,471415.0,22.34,91.79,6,1981.07,1
3197,Chittagong (IAP-Patenga),1982,6,36.0,24.6,746.0,86.0,4.9,6.4,1.9,41978,684570.9,471415.0,22.34,91.79,6,1982.06,1
3198,Chittagong (IAP-Patenga),1982,7,33.2,25.4,472.0,85.0,5.0,5.9,4.0,41978,684570.9,471415.0,22.34,91.79,6,1982.07,1
3199,Chittagong (IAP-Patenga),1982,8,34.0,25.0,883.0,88.0,5.3,6.2,4.1,41978,684570.9,471415.0,22.34,91.79,6,1982.08,1
3200,Chittagong (IAP-Patenga),1982,9,34.0,25.3,387.0,82.0,3.1,5.3,6.0,41978,684570.9,471415.0,22.34,91.79,6,1982.09,1
3209,Chittagong (IAP-Patenga),1983,6,35.0,25.0,621.0,81.0,5.2,6.1,4.2,41978,684570.9,471415.0,22.34,91.79,6,1983.06,1
3210,Chittagong (IAP-Patenga),1983,7,34.0,25.1,618.0,83.0,4.2,6.4,4.4,41978,684570.9,471415.0,22.34,91.79,6,1983.07,1
3211,Chittagong (IAP-Patenga),1983,8,33.0,24.8,1057.0,84.0,4.7,6.5,3.3,41978,684570.9,471415.0,22.34,91.79,6,1983.08,1
3213,Chittagong (IAP-Patenga),1983,10,34.5,23.4,390.0,83.0,2.2,4.1,7.0,41978,684570.9,471415.0,22.34,91.79,6,1983.1,1
3220,Chittagong (IAP-Patenga),1984,5,34.0,24.1,428.0,82.0,6.2,4.7,7.2,41978,684570.9,471415.0,22.34,91.79,6,1984.05,1
3221,Chittagong (IAP-Patenga),1984,6,37.0,24.9,595.0,85.0,6.8,6.9,4.2,41978,684570.9,471415.0,22.34,91.79,6,1984.06,1
3222,Chittagong (IAP-Patenga),1984,7,34.0,24.4,802.0,84.0,6.3,6.6,4.2,41978,684570.9,471415.0,22.34,91.79,6,1984.07,1
3232,Chittagong (IAP-Patenga),1985,5,33.8,23.8,511.0,79.0,5.1,4.1,6.3,41978,684570.9,471415.0,22.34,91.79,6,1985.05,1
3233,Chittagong (IAP-Patenga),1985,6,33.8,24.8,517.0,85.0,6.2,6.2,4.0,41978,684570.9,471415.0,22.34,91.79,6,1985.06,1
3234,Chittagong (IAP-Patenga),1985,7,32.5,24.4,831.0,86.0,6.7,6.2,4.2,41978,684570.9,471415.0,22.34,91.79,6,1985.07,1
3235,Chittagong (IAP-Patenga),1985,8,33.4,25.0,469.0,85.0,6.3,6.1,3.8,41978,684570.9,471415.0,22.34,91.79,6,1985.08,1
3245,Chittagong (IAP-Patenga),1986,6,37.0,25.8,820.0,83.0,5.9,5.8,4.9,41978,684570.9,471415.0,22.34,91.79,6,1986.06,1
3246,Chittagong (IAP-Patenga),1986,7,34.0,25.1,894.0,84.0,6.0,6.1,4.1,41978,684570.9,471415.0,22.34,91.79,6,1986.07,1
3258,Chittagong (IAP-Patenga),1987,7,33.7,25.1,1206.0,89.0,6.9,7.2,4.2,41978,684570.9,471415.0,22.34,91.79,6,1987.07,1
3259,Chittagong (IAP-Patenga),1987,8,34.0,24.9,673.0,85.0,4.8,6.1,4.8,41978,684570.9,471415.0,22.34,91.79,6,1987.08,1
3260,Chittagong (IAP-Patenga),1987,9,34.2,25.3,429.0,84.0,4.5,5.7,5.9,41978,684570.9,471415.0,22.34,91.79,6,1987.09,1
3268,Chittagong (IAP-Patenga),1988,5,34.9,24.9,433.0,79.0,5.2,4.7,5.9,41978,684570.9,471415.0,22.34,91.79,6,1988.05,1
3269,Chittagong (IAP-Patenga),1988,6,34.0,25.0,643.0,84.0,4.6,5.9,2.9,41978,684570.9,471415.0,22.34,91.79,6,1988.06,1
3271,Chittagong (IAP-Patenga),1988,8,33.5,25.0,413.0,84.0,5.1,6.4,3.1,41978,684570.9,471415.0,22.34,91.79,6,1988.08,1
3273,Chittagong (IAP-Patenga),1988,10,34.4,24.1,342.0,82.0,2.2,4.0,6.1,41978,684570.9,471415.0,22.34,91.79,6,1988.1,1
3282,Chittagong (IAP-Patenga),1989,7,34.4,25.2,1173.0,84.0,4.8,6.4,4.8,41978,684570.9,471415.0,22.34,91.79,6,1989.07,1
3285,Chittagong (IAP-Patenga),1989,10,33.3,23.7,404.0,86.0,1.9,5.5,5.0,41978,684570.9,471415.0,22.34,91.79,6,1989.1,1
3293,Chittagong (IAP-Patenga),1990,6,34.5,25.2,668.0,83.0,4.0,6.5,3.8,41978,684570.9,471415.0,22.34,91.79,6,1990.06,1
3294,Chittagong (IAP-Patenga),1990,7,33.4,24.8,1038.0,88.0,3.5,7.3,4.3,41978,684570.9,471415.0,22.34,91.79,6,1990.07,1
3304,Chittagong (IAP-Patenga),1991,5,33.8,25.0,464.0,80.0,3.6,4.9,7.2,41978,684570.9,471415.0,22.34,91.79,6,1991.05,1
3305,Chittagong (IAP-Patenga),1991,6,33.8,25.6,774.0,84.0,3.8,7.1,4.2,41978,684570.9,471415.0,22.34,91.79,6,1991.06,1
3306,Chittagong (IAP-Patenga),1991,7,34.2,25.7,818.0,86.0,4.2,6.7,4.2,41978,684570.9,471415.0,22.34,91.79,6,1991.07,1
3308,Chittagong (IAP-Patenga),1991,9,33.9,25.4,360.0,84.0,2.7,5.8,5.5,41978,684570.9,471415.0,22.34,91.79,6,1991.09,1
3317,Chittagong (IAP-Patenga),1992,6,34.8,25.6,571.0,83.0,3.0,5.2,4.6,41978,684570.9,471415.0,22.34,91.79,6,1992.06,1
3318,Chittagong (IAP-Patenga),1992,7,33.0,25.0,412.0,85.0,3.5,6.4,3.5,41978,684570.9,471415.0,22.34,91.79,6,1992.07,1
3321,Chittagong (IAP-Patenga),1992,10,33.5,24.2,435.0,83.0,0.9,4.1,6.1,41978,684570.9,471415.0,22.34,91.79,6,1992.1,1
3328,Chittagong (IAP-Patenga),1993,5,34.0,23.4,667.0,81.0,3.3,4.5,6.3,41978,684570.9,471415.0,22.34,91.79,6,1993.05,1
3329,Chittagong (IAP-Patenga),1993,6,33.0,24.5,781.0,85.0,4.9,5.9,3.8,41978,684570.9,471415.0,22.34,91.79,6,1993.06,1
3330,Chittagong (IAP-Patenga),1993,7,33.3,25.0,437.0,84.0,4.4,6.0,3.9,41978,684570.9,471415.0,22.34,91.79,6,1993.07,1
3331,Chittagong (IAP-Patenga),1993,8,33.0,25.0,729.0,86.0,4.5,6.2,4.4,41978,684570.9,471415.0,22.34,91.79,6,1993.08,1
3341,Chittagong (IAP-Patenga),1994,6,34.2,25.8,581.0,84.0,5.1,6.3,2.8,41978,684570.9,471415.0,22.34,91.79,6,1994.06,1
3342,Chittagong (IAP-Patenga),1994,7,33.6,25.4,380.0,84.0,5.1,6.2,3.7,41978,684570.9,471415.0,22.34,91.79,6,1994.07,1
3343,Chittagong (IAP-Patenga),1994,8,33.5,25.3,397.0,85.0,4.4,6.2,4.4,41978,684570.9,471415.0,22.34,91.79,6,1994.08,1
3354,Chittagong (IAP-Patenga),1995,7,34.4,25.7,685.0,83.0,6.2,6.1,4.2,41978,684570.9,471415.0,22.34,91.79,6,1995.07,1
3355,Chittagong (IAP-Patenga),1995,8,35.0,25.9,546.0,84.0,4.1,6.1,5.4,41978,684570.9,471415.0,22.34,91.79,6,1995.08,1
3365,Chittagong (IAP-Patenga),1996,6,36.0,25.4,476.0,82.0,5.5,5.6,6.5,41978,684570.9,471415.0,22.34,91.79,6,1996.06,1
3366,Chittagong (IAP-Patenga),1996,7,35.0,25.7,465.0,85.0,4.8,6.3,3.9,41978,684570.9,471415.0,22.34,91.79,6,1996.07,1
3367,Chittagong (IAP-Patenga),1996,8,33.5,25.4,584.0,88.0,4.1,6.5,2.2,41978,684570.9,471415.0,22.34,91.79,6,1996.08,1
3377,Chittagong (IAP-Patenga),1997,6,35.1,25.4,425.0,83.0,4.4,6.0,4.5,41978,684570.9,471415.0,22.34,91.79,6,1997.06,1
3378,Chittagong (IAP-Patenga),1997,7,35.4,25.6,1033.0,89.0,5.2,6.9,3.1,41978,684570.9,471415.0,22.34,91.79,6,1997.07,1
